name	att_length	genome_length	score
BDP_1277	99	88641	66.36
BDP_318277	43	88641	96
BDP_263389	67	88609	96
BDP_351764	40	88593	100
BDP_376434	5	88582	98
BDP_216738	27	88511	93
BDP_336348	42	88505	93
BDP_288266	32	88469	74.21000000000001
BDP_56097	28	88466	100
BDP_333192	23	88464	97
BDP_300142	14	88445	99
BDP_78740	126	88439	100
BDP_176904	64	88439	100
BDP_251536	30	88410	92
BDP_161466	32	88408	98
BDP_258569	121	88408	100
BDP_416527	75	88391	100
BDP_241051	44	88387	97
BDP_150863	56	88362	100
BDP_57686	38	88337	85.33962264150944
BDP_229331	56	88334	97
BDP_157728	92	88333	100
BDP_110835	47	88327	100
BDP_428084	53	88296	100
BDP_357290	98	88269	79
BDP_223979	61	88268	98
BDP_74714	25	88200	83.01
BDP_9378	52	88168	89
BDP_281520	47	88165	100
BDP_46830	44	88134	73
BDP_268558	60	88116	22.560000000000002
BDP_347170	20	88109	92
BDP_230513	19	88095	100
BDP_124863	91	88073	94
BDP_428498	97	88044	100
BDP_219527	26	88042	99
BDP_85868	28	88031	99
BDP_390870	84	88009	100
BDP_305532	43	87980	98
BDP_153773	53	87928	63.00990099009901
BDP_218396	16	87877	99
BDP_20280	7	87844	100
BDP_325110	47	87760	100
BDP_181750	85	87757	100
BDP_185815	60	87749	100
BDP_221513	67	87738	98
BDP_378492	14	87702	100
BDP_154988	15	87687	100
BDP_249276	87	87678	83.03999999999999
BDP_119192	104	87653	41.839999999999996
BDP_427318	15	87643	100
BDP_254092	138	87639	96
BDP_13329	18	87617	100
BDP_161277	17	87604	100
BDP_78147	14	87591	64.00990099009901
BDP_382373	25	87569	98
BDP_161538	89	87555	90
BDP_264960	67	87553	97
BDP_22351	29	87543	100
BDP_127321	43	87529	100
BDP_408714	104	87525	100
BDP_314227	69	87519	99
BDP_401410	13	87469	82.09
BDP_52092	44	87452	100
BDP_170878	47	87433	100
BDP_342021	29	87428	100
BDP_296960	49	87406	96
BDP_402984	24	87394	28.287234042553195
BDP_269573	26	87386	97
BDP_262040	17	87376	100
BDP_308209	35	87356	79.74311926605505
BDP_20848	48	87327	100
BDP_95848	18	87325	98
BDP_228584	88	87322	100
BDP_33444	47	87275	100
BDP_101476	16	87251	100
BDP_287213	58	87246	91
BDP_322108	9	87216	100
BDP_28105	93	87188	100
BDP_278225	50	87185	100
BDP_344840	76	87169	97
BDP_100415	87	87161	100
BDP_384151	7	87144	100
BDP_253344	99	87133	94
BDP_397791	21	87112	100
BDP_155307	33	87092	100
BDP_247264	43	87086	100
BDP_394463	75	87066	97
BDP_292008	35	87061	28.09
BDP_170142	42	87046	98
BDP_171716	27	87006	70.03883495145631
BDP_240208	196	86981	98
BDP_291755	64	86980	100
BDP_157012	59	86966	100
BDP_20011	49	86961	89
BDP_206970	44	86955	96
BDP_25462	13	86946	66.00990099009901
BDP_420985	67	86939	97
BDP_72362	31	86914	99
BDP_260736	55	86890	98
BDP_265410	18	86882	41.51937984496125
BDP_258080	27	86856	100
BDP_166697	70	86841	98
BDP_346374	34	86836	99
BDP_254630	52	86827	96.00990099009901
BDP_125355	50	86801	96
BDP_253341	51	86797	64.0873786407767
BDP_392580	29	86776	100
BDP_91538	21	86768	95
BDP_394338	29	86762	83.03999999999999
BDP_58641	55	86718	98
BDP_95496	46	86714	100
BDP_225306	43	86695	97
BDP_103265	67	86678	97
BDP_347893	38	86673	85.0392156862745
BDP_269647	49	86669	100
BDP_230175	21	86663	96
BDP_10726	67	86651	98
BDP_278848	92	86635	100
BDP_203839	76	86620	92.03999999999999
BDP_214325	64	86592	100
BDP_346019	66	86592	100
BDP_344936	52	86572	41.51578947368421
BDP_39243	17	86533	92
BDP_34963	16	86487	100
BDP_239330	87	86473	100
BDP_22724	15	86460	95
BDP_7450	60	86442	100
BDP_205072	26	86438	99
BDP_27681	45	86432	89.01
BDP_399656	41	86419	93.00990099009901
BDP_57195	12	86392	100
BDP_348209	85	86388	99
BDP_316406	6	86372	100
BDP_104174	9	86339	100
BDP_57044	113	86323	99
BDP_43362	75	86310	100
BDP_374939	33	86291	99
BDP_110743	67	86282	97
BDP_376726	166	86268	100
BDP_359370	46	86266	100
BDP_192102	29	86239	100
BDP_315826	21	86238	100
BDP_53594	56	86219	46.23529411764706
BDP_60456	25	86206	100
BDP_413632	43	86203	40.01098901098902
BDP_395364	67	86188	99
BDP_257862	24	86185	49.60377358490567
BDP_170548	23	86177	95
BDP_275720	44	86161	87
BDP_244233	12	86152	100
BDP_127592	67	86089	96
BDP_141855	12	86078	98
BDP_141419	203	86036	88
BDP_369160	6	86026	99
BDP_143530	23	86009	100
BDP_28775	68	85992	99
BDP_376525	52	85965	99
BDP_173272	63	85956	100
BDP_275272	121	85950	65.03999999999999
BDP_287557	74	85946	87
BDP_34281	144	85928	100
BDP_164422	146	85892	100
BDP_245719	43	85874	99
BDP_271820	14	85874	99
BDP_125356	16	85871	100
BDP_163867	33	85866	97
BDP_114228	9	85849	100
BDP_32268	40	85761	88.0873786407767
BDP_299899	157	85761	100
BDP_144192	47	85718	99
BDP_2619	68	85716	100
BDP_95033	28	85701	100
BDP_32596	56	85698	98
BDP_300314	24	85694	99
BDP_132250	57	85666	98
BDP_76046	15	85653	100
BDP_58592	116	85650	100
BDP_93471	18	85647	99
BDP_388408	177	85640	99
BDP_100984	15	85630	100
BDP_273247	15	85625	100
BDP_171772	23	85622	87.25
BDP_321497	88	85616	100
BDP_346196	67	85616	84.00990099009901
BDP_172130	32	85599	99
BDP_20588	49	85588	100
BDP_178693	74	85581	95
BDP_222501	23	85577	81
BDP_153906	12	85576	100
BDP_258319	22	85572	100
BDP_56177	20	85552	100
BDP_365706	43	85521	100
BDP_62896	83	85515	99
BDP_430084	21	85499	100
BDP_14450	57	85495	100
BDP_364369	7	85482	98
BDP_222327	108	85469	94
BDP_118778	14	85409	100
BDP_136998	37	85402	93
BDP_422204	18	85397	84
BDP_323185	26	85393	100
BDP_65473	11	85374	100
BDP_407385	18	85367	100
BDP_302529	478	85354	97
BDP_203643	92	85352	100
BDP_135392	67	85340	97
BDP_412113	64	85301	98
BDP_303266	54	85295	100
BDP_71927	36	85272	86
BDP_207857	98	85254	95
BDP_235193	33	85205	99
BDP_378372	18	85174	100
BDP_69961	24	85173	99
BDP_90532	141	85144	98
BDP_212166	52	85140	100
BDP_235296	19	85132	74.03999999999999
BDP_154586	166	85121	100
BDP_37178	19	85114	98
BDP_142962	33	85102	100
BDP_40095	50	85100	100
BDP_175691	59	85097	100
BDP_182699	34	85093	100
BDP_404211	16	85081	89
BDP_45828	213	85075	100
BDP_132979	7	85068	100
BDP_308921	14	85054	100
BDP_199036	7	85044	100
BDP_340996	79	85041	97
BDP_23219	126	85039	90
BDP_91678	55	85016	95
BDP_234329	12	84997	99
BDP_202980	11	84976	100
BDP_11480	17	84975	98
BDP_66679	14	84975	100
BDP_181487	83	84952	100
BDP_85014	28	84949	99
BDP_134457	17	84917	100
BDP_297450	32	84894	84
BDP_115126	73	84880	99
BDP_260058	20	84871	100
BDP_237207	38	84858	47.01162790697674
BDP_176060	77	84853	98
BDP_79370	58	84842	100
BDP_409899	16	84834	100
BDP_287035	18	84822	100
BDP_323484	129	84813	100
BDP_124760	24	84799	100
BDP_87400	56	84797	99
BDP_247486	36	84793	100
BDP_4340	19	84789	100
BDP_373415	21	84783	90
BDP_132445	14	84779	100
BDP_131466	121	84756	70
BDP_30306	166	84730	98
BDP_229941	22	84729	98
BDP_252821	50	84711	100
BDP_223856	22	84689	99
BDP_8381	8	84684	100
BDP_224678	17	84682	100
BDP_294825	55	84668	100
BDP_348320	12	84658	100
BDP_364947	6	84654	100
BDP_188378	122	84648	96
BDP_359589	52	84648	86.00990099009901
BDP_77895	49	84646	78
BDP_65010	167	84645	95
BDP_354877	57	84617	97
BDP_97157	32	84586	100
BDP_401846	44	84559	47.15686274509804
BDP_377405	19	84556	100
BDP_319157	26	84547	100
BDP_216252	136	84534	99
BDP_320055	53	84532	100
BDP_120582	6	84522	100
BDP_346792	127	84515	100
BDP_102722	19	84514	82.01
BDP_398352	47	84508	99
BDP_289043	43	84488	100
BDP_411171	10	84445	100
BDP_417261	62	84444	100
BDP_410057	43	84433	99
BDP_244552	76	84424	94
BDP_41992	12	84406	99
BDP_178635	95	84394	99
BDP_293633	87	84393	98
BDP_58544	26	84369	99
BDP_337130	22	84357	98
BDP_128738	328	84330	96
BDP_209561	43	84328	94
BDP_294671	7	84324	100
BDP_68242	17	84318	100
BDP_133530	52	84312	100
BDP_13017	137	84311	92.01
BDP_146667	52	84311	99
BDP_106809	8	84308	100
BDP_127730	94	84295	98
BDP_417196	13	84274	100
BDP_413126	51	84263	100
BDP_357571	44	84247	84.0909090909091
BDP_349337	61	84245	95
BDP_216324	23	84236	78.03999999999999
BDP_230628	21	84216	100
BDP_416272	74	84171	32.21000000000001
BDP_256536	29	84169	100
BDP_158211	51	84156	100
BDP_159768	25	84138	100
BDP_263227	126	84135	100
BDP_32754	13	84130	100
BDP_248147	25	84130	22.09
BDP_290488	21	84130	100
BDP_410510	25	84129	100
BDP_189048	14	84128	100
BDP_205943	46	84126	100
BDP_75635	49	84116	78
BDP_118973	39	84100	93
BDP_20301	42	84091	95
BDP_273666	21	84038	21.04761904761905
BDP_136712	7	84002	100
BDP_69880	42	83985	96.01
BDP_414154	14	83984	100
BDP_170220	15	83979	97
BDP_96492	14	83966	100
BDP_149613	50	83965	94
BDP_207355	93	83961	100
BDP_120653	30	83945	100
BDP_382933	71	83933	97
BDP_308733	17	83923	100
BDP_41792	48	83876	100
BDP_364045	115	83874	100
BDP_358971	27	83871	35.69
BDP_204106	196	83840	99
BDP_26749	21	83835	97
BDP_206392	12	83789	63.08823529411765
BDP_74799	13	83763	38.683673469387756
BDP_163271	81	83706	93
BDP_373799	35	83688	100
BDP_128752	16	83677	100
BDP_174910	17	83663	100
BDP_429307	46	83647	98
BDP_150140	19	83624	100
BDP_411949	200	83616	89
BDP_76452	28	83613	100
BDP_340579	96	83605	100
BDP_345282	16	83557	62.089108910891085
BDP_221	12	83549	100
BDP_192666	15	83548	98
BDP_13935	67	83547	95
BDP_242336	52	83545	82
BDP_119075	95	83538	49.09
BDP_275677	46	83529	99
BDP_74629	25	83521	100
BDP_145166	15	83515	100
BDP_347190	5	83508	100
BDP_55598	14	83486	99
BDP_2862	19	83469	71.01
BDP_179452	54	83455	97
BDP_254020	114	83455	100
BDP_56213	58	83454	90
BDP_203636	21	83437	95
BDP_201824	43	83436	100
BDP_237968	53	83416	45.89
BDP_162250	45	83393	100
BDP_297139	46	83368	100
BDP_269886	21	83339	100
BDP_130063	47	83327	100
BDP_364933	88	83306	100
BDP_107516	59	83298	100
BDP_104781	49	83293	95
BDP_316151	30	83273	50.16
BDP_17156	38	83267	79.0392156862745
BDP_215212	24	83262	100
BDP_160432	113	83254	98.01
BDP_100424	83	83241	89.01
BDP_256726	9	83241	100
BDP_69684	21	83235	100
BDP_328185	23	83229	73.33962264150944
BDP_119525	16	83208	99
BDP_246885	27	83205	100
BDP_143504	46	83202	95
BDP_29785	88	83191	92
BDP_357775	94	83177	100
BDP_423951	15	83170	100
BDP_7313	67	83155	100
BDP_144288	18	83143	89
BDP_107414	69	83138	98
BDP_126999	34	83126	100
BDP_413955	21	83085	100
BDP_166883	166	83069	99
BDP_315299	54	83068	96
BDP_371691	47	83064	100
BDP_1508	95	83051	97
BDP_405604	27	83050	100
BDP_31956	22	83018	100
BDP_273017	51	83002	91
BDP_81457	10	83000	100
BDP_137916	88	83000	95
BDP_2598	52	82994	99
BDP_116412	61	82994	26.16901408450704
BDP_426455	20	82977	99
BDP_319390	64	82952	100
BDP_221583	73	82948	94
BDP_93245	21	82913	99
BDP_427378	17	82906	100
BDP_96303	57	82887	99
BDP_66573	17	82883	100
BDP_760	43	82851	97.00990099009901
BDP_372692	27	82851	100
BDP_301068	13	82836	65.16
BDP_392028	23	82836	100
BDP_424534	43	82834	89.00990099009901
BDP_302479	92	82778	100
BDP_43353	24	82768	47.959999999999994
BDP_416909	88	82764	91
BDP_57882	211	82717	91
BDP_272825	59	82700	28.89
BDP_341556	65	82699	100
BDP_402100	24	82656	99
BDP_358690	201	82637	78
BDP_378760	40	82606	97
BDP_103892	20	82604	80
BDP_65302	17	82585	91.01
BDP_271402	27	82543	100
BDP_27776	27	82511	89
BDP_154544	18	82504	100
BDP_310684	125	82497	100
BDP_292836	9	82489	100
BDP_35551	21	82488	98
BDP_101000	50	82484	82.01
BDP_200461	49	82479	93
BDP_238647	28	82462	100
BDP_305231	18	82431	100
BDP_116071	19	82427	98
BDP_427887	8	82421	100
BDP_194879	63	82402	98
BDP_201911	87	82361	99
BDP_383459	87	82359	100
BDP_419947	15	82327	99
BDP_135210	128	82325	100
BDP_160042	31	82323	100
BDP_236982	28	82260	100
BDP_292553	17	82241	100
BDP_121736	36	82233	100
BDP_418565	21	82221	100
BDP_44435	24	82181	97
BDP_23939	19	82173	100
BDP_116744	21	82171	100
BDP_414046	12	82169	99
BDP_62890	21	82162	65.01
BDP_80724	18	82135	100
BDP_35887	95	82118	97
BDP_112883	50	82111	100
BDP_229085	22	82111	100
BDP_310996	75	82111	100
BDP_8467	56	82106	72
BDP_366454	49	82064	100
BDP_305466	16	82049	82
BDP_52065	21	82020	100
BDP_280260	43	81999	90.00990099009901
BDP_396218	13	81993	94
BDP_256114	43	81986	91.00990099009901
BDP_166515	100	81946	93
BDP_264973	8	81901	98
BDP_207007	17	81885	99
BDP_424321	7	81876	98
BDP_82343	18	81872	97
BDP_166382	193	81858	94
BDP_413229	14	81851	100
BDP_328656	37	81844	100
BDP_381877	49	81839	100
BDP_221131	18	81822	97
BDP_5583	21	81811	100
BDP_141811	7	81811	100
BDP_233690	64	81783	99
BDP_31353	17	81782	93
BDP_8597	98	81752	93
BDP_390989	42	81743	100
BDP_357423	48	81734	100
BDP_275288	22	81716	55.36
BDP_376512	22	81706	97
BDP_91633	16	81698	59.45794392523365
BDP_341736	19	81679	53.89
BDP_139869	7	81674	100
BDP_138127	21	81637	100
BDP_232492	13	81611	50.49557522123894
BDP_202419	20	81607	79.03960396039604
BDP_43895	103	81591	100
BDP_334832	59	81584	98
BDP_167313	61	81529	99
BDP_264598	53	81521	100
BDP_407151	17	81499	100
BDP_190125	9	81488	100
BDP_9903	7	81479	100
BDP_350702	23	81478	65.09
BDP_142408	116	81438	100
BDP_239464	18	81435	99
BDP_5549	18	81401	99
BDP_179819	55	81371	99
BDP_198023	45	81368	98
BDP_425134	24	81363	73.08910891089108
BDP_22783	222	81346	75.00990099009901
BDP_103217	46	81335	99
BDP_397883	79	81333	98
BDP_164937	48	81329	100
BDP_195794	13	81313	100
BDP_377792	237	81283	62
BDP_181633	12	81267	72.23809523809523
BDP_277495	21	81267	100
BDP_89672	49	81245	100
BDP_278636	112	81240	98
BDP_246902	22	81221	27.61
BDP_378551	11	81214	100
BDP_325137	64	81212	99
BDP_369597	103	81212	93
BDP_420219	22	81207	54.36
BDP_271039	13	81204	81
BDP_145880	13	81197	67.64
BDP_366789	18	81195	100
BDP_57088	35	81192	96
BDP_270336	48	81192	100
BDP_77873	24	81184	98
BDP_37124	25	81181	100
BDP_17776	21	81123	100
BDP_110607	29	81122	97
BDP_199407	32	81106	94.0873786407767
BDP_333287	25	81101	96
BDP_31409	19	81100	99
BDP_82316	84	81070	100
BDP_393331	12	81031	76.00990099009901
BDP_220306	5	81022	100
BDP_79520	61	81002	100
BDP_188704	114	81000	100
BDP_280936	20	80998	99
BDP_331980	264	80996	100
BDP_184993	47	80990	100
BDP_402173	46	80958	100
BDP_10577	17	80956	100
BDP_60908	63	80941	100
BDP_118300	24	80927	99
BDP_100426	14	80924	98
BDP_189826	46	80922	100
BDP_96332	36	80891	84
BDP_169068	98	80891	98
BDP_245978	35	80887	100
BDP_289106	47	80881	48.28571428571429
BDP_185535	47	80865	98
BDP_233073	48	80855	100
BDP_80860	96	80843	100
BDP_128679	33	80843	96.01
BDP_64056	319	80835	94
BDP_205756	15	80814	95
BDP_368976	45	80792	100
BDP_338902	9	80788	100
BDP_325787	14	80752	89.0392156862745
BDP_174107	21	80750	100
BDP_51313	148	80738	99
BDP_417236	222	80707	79
BDP_345272	15	80704	100
BDP_216569	21	80674	100
BDP_273994	17	80671	97
BDP_98368	40	80644	98
BDP_358100	34	80638	99
BDP_75769	13	80619	97.00990099009901
BDP_336210	48	80619	98
BDP_358742	18	80578	100
BDP_248047	67	80563	100
BDP_410656	27	80553	90
BDP_337086	29	80541	95
BDP_9723	5	80537	100
BDP_249615	266	80507	100
BDP_131448	32	80505	100
BDP_90121	216	80495	100
BDP_1293	38	80493	98
BDP_368136	27	80479	94
BDP_119705	46	80475	100
BDP_167127	99	80473	100
BDP_154334	15	80441	100
BDP_317972	239	80432	100
BDP_133209	64	80424	100
BDP_318034	41	80403	100
BDP_10324	5	80399	100
BDP_238649	131	80365	94
BDP_100072	50	80358	100
BDP_11055	89	80349	47.76
BDP_183086	15	80333	99
BDP_214050	18	80323	100
BDP_268162	215	80288	100
BDP_26090	28	80275	100
BDP_80909	33	80267	94
BDP_161695	29	80244	57.01041666666667
BDP_276526	15	80211	100
BDP_139776	10	80208	100
BDP_122774	7	80204	100
BDP_58785	23	80174	100
BDP_72172	55	80167	92.0873786407767
BDP_213168	9	80143	100
BDP_200073	21	80111	100
BDP_24171	39	80103	100
BDP_158624	17	80025	90.00990099009901
BDP_151002	13	79970	100
BDP_109793	46	79961	100
BDP_307207	105	79945	100
BDP_16438	22	79934	100
BDP_217844	23	79931	94
BDP_36855	7	79920	98
BDP_325208	24	79917	82
BDP_127814	23	79875	99
BDP_17046	26	79849	100
BDP_119927	15	79848	94
BDP_168682	12	79844	71.15384615384616
BDP_47038	48	79825	90
BDP_401022	61	79806	97
BDP_179345	49	79800	100
BDP_149188	62	79780	100
BDP_124949	20	79748	100
BDP_121508	18	79701	73
BDP_386366	18	79663	100
BDP_426267	24	79656	99
BDP_52384	16	79645	99
BDP_145878	19	79629	99
BDP_342829	14	79623	100
BDP_131732	125	79619	100
BDP_90408	49	79605	85.01
BDP_68655	12	79601	99
BDP_167574	76	79601	99
BDP_192837	124	79601	100
BDP_411743	47	79587	48
BDP_54248	8	79563	98
BDP_345848	12	79561	99
BDP_25357	28	79556	97
BDP_184243	7	79549	100
BDP_234833	54	79542	89
BDP_138184	69	79528	99
BDP_247866	148	79507	99
BDP_255789	130	79476	100
BDP_216818	45	79473	100
BDP_108039	63	79459	95
BDP_55008	67	79458	100
BDP_148109	45	79452	99
BDP_419645	15	79443	62.00990099009901
BDP_76131	13	79434	99
BDP_413926	48	79428	79.03999999999999
BDP_122073	49	79426	100
BDP_299054	18	79413	38.58241758241759
BDP_233602	125	79359	100
BDP_69472	34	79330	100
BDP_253928	17	79289	100
BDP_338990	26	79288	99
BDP_315747	16	79245	97
BDP_219676	22	79242	97
BDP_282724	57	79242	100
BDP_398773	58	79222	96
BDP_114592	19	79191	100
BDP_17837	69	79187	68.0873786407767
BDP_26666	35	79183	66
BDP_160959	33	79166	97
BDP_82297	79	79158	94
BDP_205558	9	79112	100
BDP_347150	16	79108	97
BDP_89649	5	79105	100
BDP_75521	73	79103	79
BDP_107273	5	79047	100
BDP_428672	38	79026	99
BDP_348624	15	79015	29.25
BDP_5123	57	78964	100
BDP_166638	22	78963	99
BDP_93827	16	78941	100
BDP_6930	19	78938	82
BDP_160030	18	78927	99
BDP_221927	125	78897	100
BDP_26011	13	78883	31.25
BDP_75993	14	78874	100
BDP_279457	15	78860	69.00990099009901
BDP_233767	126	78856	94
BDP_417253	5	78855	100
BDP_89216	14	78844	100
BDP_41605	28	78829	99
BDP_127737	35	78825	100
BDP_253736	42	78825	100
BDP_344545	54	78800	100
BDP_211324	7	78791	100
BDP_310451	22	78772	83.00990099009901
BDP_13781	15	78770	100
BDP_110194	48	78762	100
BDP_154737	142	78727	100
BDP_45262	23	78710	100
BDP_103568	19	78700	100
BDP_110601	41	78688	26.64
BDP_237699	18	78688	100
BDP_48973	65	78668	100
BDP_428848	65	78651	91
BDP_397867	23	78650	83
BDP_90418	33	78632	46.03999999999999
BDP_95594	124	78630	100
BDP_172930	6	78606	98
BDP_290738	125	78585	100
BDP_315691	63	78579	96
BDP_389194	98	78578	93
BDP_88160	52	78573	97
BDP_235795	9	78550	100
BDP_10123	18	78545	100
BDP_403563	57	78542	100
BDP_11845	13	78536	43.89
BDP_121324	9	78517	100
BDP_391231	38	78517	100
BDP_194045	48	78511	100
BDP_40910	16	78488	97
BDP_102906	134	78485	97
BDP_27916	68	78478	97
BDP_423269	35	78477	100
BDP_288570	45	78473	100
BDP_287827	38	78460	99
BDP_79484	146	78454	93
BDP_112946	14	78417	96
BDP_117134	45	78413	96
BDP_241626	32	78406	99
BDP_348636	63	78392	96
BDP_30873	64	78372	100
BDP_280272	17	78365	93
BDP_268684	49	78362	100
BDP_212624	57	78361	99
BDP_358033	28	78346	99
BDP_402987	32	78332	96
BDP_340474	36	78325	100
BDP_20828	154	78320	59.81
BDP_262922	38	78313	88
BDP_13033	49	78312	91.04040404040404
BDP_337174	27	78304	100
BDP_276648	47	78295	100
BDP_130445	81	78284	91
BDP_388492	44	78280	40.219178082191775
BDP_354098	47	78251	100
BDP_397302	22	78231	100
BDP_340611	41	78228	48.03809523809524
BDP_400179	16	78215	22
BDP_5208	121	78184	68
BDP_65255	34	78184	93
BDP_315864	18	78176	95
BDP_347841	14	78175	94
BDP_8061	77	78168	95
BDP_224640	40	78122	100
BDP_245069	46	78099	100
BDP_106601	15	78088	36.29
BDP_118676	132	78074	100
BDP_189146	134	78022	100
BDP_158276	84	78014	100
BDP_178801	5	78010	100
BDP_147084	47	77952	100
BDP_38034	23	77945	100
BDP_216411	17	77897	100
BDP_15584	107	77882	99
BDP_394509	57	77876	100
BDP_89568	28	77867	83
BDP_188905	45	77863	100
BDP_426594	102	77860	100
BDP_203645	17	77821	100
BDP_50522	18	77789	100
BDP_216266	134	77742	100
BDP_355072	28	77741	98
BDP_137816	16	77719	44.116883116883116
BDP_358814	55	77718	98
BDP_1071	47	77705	100
BDP_199582	10	77675	99
BDP_189529	15	77661	100
BDP_302116	140	77657	83.49000000000001
BDP_305732	655	77656	90
BDP_277769	18	77638	36
